Index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
191,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80,32,7.5,22,"SCEE, Zoe Mode",E
192,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80,67,7.1,120,Polyphony Digital,E
193,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80,77,7.2,564,Ubisoft Montreal,M
194,Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,94,61,7.3,330,Capcom,T
195,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95,25,7.7,65,EA Sports,E
196,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0,0.09,0,4.12,96,24,9.1,3161,Valve Software,M
197,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09,91,46,7.9,785,Blizzard Entertainment,T
198,Battlefield 1,PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88,31,8.4,809,EA DICE,M
199,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93,70,8.9,709,SCE Santa Monica,M
200,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84,81,8.1,769,Obsidian Entertainment,M
201,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90,66,8.3,381,Turn 10,E
202,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56,27,6,44,Cat Daddy Games,E
203,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80,80,6.3,2996,Ubisoft Montreal,M
204,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85,25,8.5,117,Namco,T
205,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85,83,7.7,1653,Ubisoft Montreal,M
206,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89,76,8.6,681,Valve Software,M
207,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92,79,9.2,10179,CD Projekt Red Studio,M
208,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70,40,4.9,2050,"Ubisoft, Ubisoft Montreal",M
209,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87,89,7.6,2679,Rocksteady Studios,M
210,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93,81,8,1958,Nintendo,E10+
211,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90,57,8,910,Bethesda Game Studios,M
212,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84,65,8.8,72,Level 5,E10+
213,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81,27,8.7,39,EA Canada,E
214,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90,38,8.7,121,Neversoft Entertainment,T
215,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86,80,8.7,348,Capcom,T
216,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0,0.6,3.88,94,32,8.1,9073,Bethesda Game Studios,M
217,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87,51,6.7,364,Visual Concepts,E10+
218,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88,62,8.6,229,Namco,T
219,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84,9,7.4,220,Evolution Studios,T
220,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91,26,9.1,38,KCET,E
221,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76,64,7.9,104,"SCEA, Zindagi Games",E10+
222,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78,49,3.7,1564,Infinity Ward,M
223,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59,22,4,4,"Nintendo, Namco Bandai Games",E
224,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80,64,7,2219,Massive Entertainment,M
225,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68,33,6.9,39,Nintendo,E
226,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0,0.36,3.76,77,60,7.5,66,Traveller's Tales,E10+
227,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76,79,21,8,29,Maxis,T
228,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73,64,11,7.5,41,Argonaut Games,E
229,Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85,56,7.9,417,Intelligent Systems,E
230,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71,91,15,8.8,207,Insomniac Games,E
231,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88,36,8.1,840,Ubisoft,M
232,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81,27,7.6,56,EA Canada,E
233,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94,27,8.5,128,Neversoft Entertainment,T
234,MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67,15,7.3,13,TOSE,E
235,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0,0.79,3.65,74,34,8.4,31,Rockstar Leeds,E10+
236,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82,42,7.9,82,Zipper Interactive,M
237,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90,35,8.7,312,Naughty Dog,E
238,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63,82,10,7.9,38,Konami,E
239,Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96,38,8.9,1013,Capcom,M
240,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0,0.34,3.62,86,18,7.6,71,Vicarious Visions,T
241,FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91,56,7.6,203,EA Sports,E
242,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82,36,8.7,142,Pandemic Studios,T
243,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61,64,23,7.7,32,Fox Interactive,T
244,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78,34,8.5,161,Nintendo,E
245,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85,18,6.9,1580,EA DICE,M
246,Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84,30,9,268,Pandemic Studios,T
247,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70,39,8,9,Office Create,E
248,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78,49,7.8,112,Rockstar Leeds,M
249,The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72,49,6.8,88,Team Soho,M
250,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72,27,7.9,48,EA Redwood Shores,T
251,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88,66,7.5,155,EA Sports,E
252,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89,67,7.9,1309,Certain Affinity,M
253,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.9,0,0.33,3.5,72,59,4.1,1005,"Ubisoft, Ubisoft Montreal",M
254,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83,91,7.5,523,Capcom,M
255,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89,81,8.3,693,Ubisoft Montreal,M
256,Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80,14,5.8,579,EA DICE,M
257,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92,78,8.7,1080,Rocksteady Studios,T
258,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79,21,5.6,542,EA DICE,M
259,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88,75,8.6,869,EA DICE,M
260,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71,70,8.8,29,Vicarious Visions,E10+
261,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83,30,8.4,28,Agenda,E
262,Borderlands,X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84,83,8.2,715,Gearbox Software,M
263,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79,23,8.3,126,Namco,T
264,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42,70,15,8,67,DMA Design,T
265,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93,86,8.2,3943,"Kojima Productions, Moby Dick Studio",M
266,Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,80,50,8.9,106,Treyarch,T
267,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88,15,6.7,35,EA Canada,E
268,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91,86,8.4,657,Media Molecule,E
269,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68,12,8.2,99,Eurocom Entertainment Software,E
270,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76,86,6.8,1319,Ubisoft Quebec,M
271,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0,0.32,3.38,76,49,7.9,75,Traveller's Tales,E10+
272,Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0,0.31,3.37,75,11,5.5,1735,"Bungie Software, Bungie",T
273,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90,32,8.5,1041,Ubisoft Montreal,M
274,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77,20,8.5,66,Eurocom Entertainment Software,T
275,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60,34,7.2,82,Double Helix Games,T
276,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87,75,7.8,228,Nintendo,E10+
277,Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80,21,8.5,86,Rockstar Toronto,M
278,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86,35,7.9,701,Ubisoft,M
279,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85,31,8.7,105,EA Games,T
280,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.61,0.33,0,0.34,3.28,82,74,7.5,563,"Splash Damage, The Coalition",M
281,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,77,39,8,94,"Luxoflux, Inc.",M
282,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,86,62,9.2,111,Level 5,E10+
283,FIFA 16,XOne,2015,Sports,Electronic Arts,0.89,2.12,0,0.24,3.25,84,45,4.4,459,EA Sports,E
284,Wii Music,Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63,43,4.6,116,Nintendo,E
285,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.34,0.3,0,0.6,3.24,83,37,5.9,180,EA Sports,E
286,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,81,81,7.7,758,Polyphony Digital,E
287,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.91,1,0.03,0.29,3.23,85,69,7.2,1267,343 Industries,M
288,Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,88,85,8.7,691,Nintendo,E
289,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1,0.04,0.66,3.18,91,79,8.6,565,Ready at Dawn,M
290,Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,62,30,8.1,137,Shiny Entertainment,T
291,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83,67,8,463,Square Enix,T
292,Dance Central,X360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82,63,7.6,85,Harmonix Music Systems,T
293,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89,78,7.7,1010,Team Bondi,M
294,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89,22,9.1,95,Namco,E
295,Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87,42,8.9,137,Nintendo,E
296,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14,83,12,6.5,36,EA Canada,E
297,Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,87,19,9,107,Neversoft Entertainment,E
298,Mario Party 9,Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,73,45,6.8,155,Nd Cube,E
299,Sonic Rush,DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82,43,8.5,101,"Dimps Corporation, Sonic Team",E
300,Rhythm Heaven,DS,2008,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,83,48,9,63,Nintendo,E
301,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82,57,7.8,492,Obsidian Entertainment,M
302,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.9,1,1.03,0.17,3.11,81,12,7.8,10,Indies Zero,E
303,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93,45,8,604,4J Studios,M
304,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,91,81,8.9,1057,Nintendo,E
305,Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74,34,5.4,1304,Capcom,M
306,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96,98,8.9,3143,BioWare,M
307,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67,28,7.9,71,Dimps Corporation,T
308,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94,23,7.9,46,EA Sports,E
309,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07,75,18,7.8,22,Maxis,T
310,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,66,60,6.9,106,Nintendo,E
311,The Sims 4,PC,2014,Simulation,Electronic Arts,1,1.82,0,0.23,3.05,70,74,3.9,2057,Maxis,T
312,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89,59,8.2,892,Gearbox Software,M
313,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0,0.29,3.05,72,16,8,16,TT Fusion,E10+
314,Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0,0.29,3.04,75,42,7.4,32,"Luxoflux, Inc.",E10+
315,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93,74,5.8,3725,BioWare,M
316,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87,107,7.7,2759,Quantic Dream,M
317,Saints Row 2,X360,2008,Action,THQ,1.94,0.79,0.02,0.28,3.03,81,75,8.1,307,Volition Inc.,M
318,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02,93,46,8.5,121,Ubisoft Montreal,T
319,FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87,26,6.3,616,EA Canada,E
320,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,91,94,8.1,1505,Guerrilla,M
321,Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3,91,39,8.6,1247,Ubisoft Montreal,M
322,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3,73,78,7,131,Junction Point,E
323,NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3,88,41,7.2,131,Visual Concepts,E
324,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0,0.76,1.09,3,73,24,9.2,173,"Spike, Namco Bandai Games",T
325,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0,0.13,2.99,82,23,6.6,20,Maxis,T
326,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,93,24,9.1,65,KCET,E
327,Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94,37,8.5,466,Capcom,M
328,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.96,85,73,5.9,2748,"LucasArts, BioWare",T
329,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,84,85,8.1,1886,Monolith Productions,M
330,Sonic Heroes,PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,64,29,7.8,94,Sonic Team,E
331,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85,19,7.8,78,Io Interactive,M
332,Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86,68,6.4,2658,Respawn Entertainment,M
333,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88,59,8.5,572,EA DICE,M
334,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87,42,9,93,Zipper Interactive,M
335,Pac-Man Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79,13,7.8,4,Mass Media,E
336,Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,93,77,7.3,292,Capcom,T
337,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,85,98,8.3,1172,Sucker Punch,T
338,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76,40,8.8,76,HAL Labs,E
339,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.88,0.77,0,0.27,2.92,78,7,4.3,700,Infinity Ward,M
340,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1692,BioWare,M
341,Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,1.14,0,0.22,2.9,73,21,8.6,30,Sonic Team,E
342,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,93,28,9,45,KCET,E
343,Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0,0.28,2.89,67,45,6.8,18,Sumo Digital,E10+
344,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,85,30,8.9,16,Clap Hanz,E
345,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,61,37,5.3,23,OfficeCreate,E
346,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76,49,7.7,69,Spark Unlimited,T
347,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,83,61,7.4,179,Intelligent Systems,E10+
348,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.15,0,0.17,2.86,81,36,5.8,179,EA Tiburon,E
349,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87,34,8.7,111,Bethesda Softworks,T
350,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,83,29,7.8,1530,Ubisoft,M
351,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0,0.34,2.84,84,60,8.4,494,NetherRealm Studios,M
352,Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83,85,58,6.1,90,EA Tiburon,E
353,BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,96,88,8.9,2249,"Irrational Games, 2K Marin",M
354,Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,97,70,9.3,747,Retro Studios,T
355,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90,59,8.2,791,Ubisoft Montreal,M
356,Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75,56,7.5,286,"EA DICE, Danger Close",M
357,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,80,90,7.9,2944,Sucker Punch,T
358,NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79,89,22,8.6,39,NuFX,E
359,Jak II,PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0,0.36,2.78,87,47,8.2,241,Naughty Dog,T
360,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89,59,7.2,301,Criterion Games,E10+
361,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.35,1.13,0,0.3,2.78,81,11,5.6,31,Toys for Bob,E10+
362,Battlefield 3,PC,2011,Shooter,Electronic Arts,0.89,1.43,0,0.46,2.78,89,61,7.5,4926,EA DICE,M
363,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0,0.48,2.78,83,81,7.7,836,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M
364,The Sims,PS2,2003,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77,83,33,7.7,46,Edge of Reality,T
365,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,84,85,7.9,942,Guerrilla,M
366,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.77,0,0.26,2.77,73,74,6.7,389,LucasArts,T
367,Yoshi's Island DS,DS,2006,Platform,Nintendo,1.45,0.07,1.1,0.15,2.76,81,42,7.4,67,Artoon,E
368,Saints Row: The Third,X360,2011,Action,THQ,1.25,1.14,0.07,0.3,2.76,84,70,7.6,490,Volition Inc.,M
369,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,79,63,7.4,211,Namco Bandai Games,T
370,Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.21,1.19,0.04,0.29,2.73,69,44,6.6,174,Sonic Team,E
371,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,95,30,9.1,314,Capcom,E
372,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,86,23,8.2,56,Capcom,M
373,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7,89,83,7.8,893,Team Bondi,M
374,Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82,71,6.5,233,Treyarch,T
375,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69,78,55,5.9,94,EA Tiburon,E
376,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84,32,9,41,Traveller's Tales,E10+
377,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,73,88,6.8,2102,Guerrilla,M
378,Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0,0.18,2.69,84,47,5.7,120,EA Tiburon,E
379,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68,93,52,9.1,271,Criterion Games,T
380,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,79,51,7.7,18,Nintendo,E
381,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67,83,58,8.7,52,Level 5,E10+
